ï»¿InvoiceNo,InvoiceDate,InvoiceTime,StockCode,Description,Quantity,UnitPrice,Totalsale,CustomerID,Country
578705,25-11-2011,11:12:00 AM,84988,SET OF 72 PINK HEART PAPER DOILIES,3,1.45,4.35,12531.0,Germany
578705,25-11-2011,11:12:00 AM,23569,TRADTIONAL ALPHABET STAMP SET,2,4.95,9.9,12531.0,Germany
578705,25-11-2011,11:12:00 AM,20712,JUMBO BAG WOODLAND ANIMALS,2,2.08,4.16,12531.0,Germany
578705,25-11-2011,11:12:00 AM,22196,SMALL HEART MEASURING SPOONS,1,0.85,0.85,12531.0,Germany
578705,25-11-2011,11:12:00 AM,22195,LARGE HEART MEASURING SPOONS,1,1.65,1.65,12531.0,Germany
578705,25-11-2011,11:12:00 AM,22564,ALPHABET STENCIL CRAFT,2,1.25,2.5,12531.0,Germany
578705,25-11-2011,11:12:00 AM,21251,DINOSAUR HEIGHT CHART STICKER SET,2,2.95,5.9,12531.0,Germany
578705,25-11-2011,11:12:00 AM,21249,WOODLAND  HEIGHT CHART STICKERS ,3,2.95,8.85,12531.0,Germany
578705,25-11-2011,11:12:00 AM,22966,GINGERBREAD MAN COOKIE CUTTER,3,1.25,3.75,12531.0,Germany
578705,25-11-2011,11:12:00 AM,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,3.75,15.0,12531.0,Germany
578705,25-11-2011,11:12:00 AM,21731,RED TOADSTOOL LED NIGHT LIGHT,3,1.65,4.95,12531.0,Germany
578705,25-11-2011,11:12:00 AM,23084,RABBIT NIGHT LIGHT,2,2.08,4.16,12531.0,Germany
578705,25-11-2011,11:12:00 AM,22078,RIBBON REEL LACE DESIGN ,5,2.1,10.5,12531.0,Germany
578705,25-11-2011,11:12:00 AM,21226,POCKET MIRROR WOODLAND,5,1.25,6.25,12531.0,Germany
578705,25-11-2011,11:12:00 AM,22554,PLASTERS IN TIN WOODLAND ANIMALS,4,1.65,6.6,12531.0,Germany
578705,25-11-2011,11:12:00 AM,21452,TOADSTOOL MONEY BOX,2,2.95,5.9,12531.0,Germany
578705,25-11-2011,11:12:00 AM,22504,CABIN BAG VINTAGE RETROSPOT,1,29.95,29.95,12531.0,Germany
578707,25-11-2011,11:20:00 AM,16218,CARTOON  PENCIL SHARPENERS,5,0.06,0.3,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,85066,CREAM SWEETHEART MINI CHEST,2,12.75,25.5,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21429,RED GINGHAM ROSE JEWELLERY BOX,4,1.95,7.8,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23350,ROLL WRAP VINTAGE SPOT ,4,1.25,5.0,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21034,REX CASH+CARRY JUMBO SHOPPER,1,0.95,0.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22969,HOMEMADE JAM SCENTED CANDLES,36,1.45,52.2,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22737,RIBBON REEL CHRISTMAS PRESENT ,5,1.65,8.25,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,20975,12 PENCILS SMALL TUBE RED RETROSPOT,2,0.65,1.3,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23375,50'S CHRISTMAS PAPER GIFT BAG,20,0.82,16.4,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,20992,JAZZ HEARTS PURSE NOTEBOOK,2,0.39,0.78,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,84510A,SET OF 4 ENGLISH ROSE COASTERS,2,1.25,2.5,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,84510C,SET OF 4 POLKADOT COASTERS,2,1.25,2.5,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,3.75,7.5,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,84509C,SET OF 4 POLKADOT PLACEMATS ,2,3.75,7.5,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,0.39,4.68,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21411,GINGHAM HEART  DOORSTOP RED,1,4.25,4.25,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22595,GINGHAM HEART DECORATION,4,0.85,3.4,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22083,PAPER CHAIN KIT RETROSPOT,2,2.95,5.9,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22766,PHOTO FRAME CORNICE,5,2.95,14.75,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22588,CARD HOLDER GINGHAM HEART,4,2.89,11.56,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,90098,NECKLACE+BRACELET PINK BUTTERFLY,1,2.55,2.55,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,90099,NECKLACE+BRACELET SET BLUE HIBISCUS,1,2.55,2.55,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2.55,2.55,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21411,GINGHAM HEART  DOORSTOP RED,2,4.25,8.5,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2.55,2.55,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21238,RED RETROSPOT CUP,2,0.85,1.7,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21531,RED RETROSPOT SUGAR JAM BOWL,1,2.55,2.55,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21584,RETROSPOT SMALL TUBE MATCHES,1,1.65,1.65,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,85034C,3 ROSE MORRIS BOXED CANDLES,3,1.25,3.75,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23458,DOLLY CABINET 3 DRAWERS ,1,14.95,14.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23229,VINTAGE DONKEY TAIL GAME ,1,3.75,3.75,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21912,VINTAGE SNAKES & LADDERS,1,3.75,3.75,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21034,REX CASH+CARRY JUMBO SHOPPER,2,0.95,1.9,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21115,ROSE CARAVAN DOORSTOP,2,6.75,13.5,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22906,12 MESSAGE CARDS WITH ENVELOPES,3,1.65,4.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,84859B,BLUE DISCO HANDBAG,1,1.95,1.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,84859A,SILVER DISCO HANDBAG,1,1.95,1.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23339,EGG FRYING PAN BLUE ,1,2.08,2.08,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21034,REX CASH+CARRY JUMBO SHOPPER,1,0.95,0.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21373,MIRRORED WALL ART SNOWFLAKES,2,0.75,1.5,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23338,EGG FRYING PAN RED ,1,2.08,2.08,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,20780,BLACK EAR MUFF HEADPHONES,2,5.49,10.98,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,79066K,RETRO MOD TRAY,1,0.85,0.85,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,84527,FLAMES SUNGLASSES PINK LENSES,1,1.95,1.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,84859C,PINK DISCO HANDBAG,1,1.95,1.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,84859B,BLUE DISCO HANDBAG,1,1.95,1.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21205,MULTICOLOUR 3D BALLS GARLAND,1,2.55,2.55,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22781,GUMBALL MAGAZINE RACK,1,7.65,7.65,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,20,0.29,5.8,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22816,CARD MOTORBIKE SANTA,12,0.42,5.04,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23114,VINTAGE LEAF CHOPPING BOARD  ,1,4.95,4.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,0.42,0.42,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23442,12 HANGING EGGS HAND PAINTED,5,2.08,10.4,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21129,SILVER FISHING GNOME ,1,6.95,6.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23694,PAISLEY PARK CARD,12,0.42,5.04,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,0.65,0.65,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,4.25,4.25,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23504,PLAYING CARDS JUBILEE UNION JACK,1,1.25,1.25,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23369,SET 36 COLOUR PENCILS LOVE LONDON,1,1.25,1.25,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,20978,36 PENCILS TUBE SKULLS,1,1.25,1.25,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21914,BLUE HARMONICA IN BOX ,1,1.25,1.25,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21739,COSY SLIPPER SHOES SMALL GREEN,1,2.95,2.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,22906,12 MESSAGE CARDS WITH ENVELOPES,2,1.65,3.3,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,85035C,ROSE 3 WICK MORRIS BOX CANDLE,3,1.25,3.75,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21034,REX CASH+CARRY JUMBO SHOPPER,5,0.95,4.75,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23501,KEY RING BASEBALL BOOT UNION JACK,2,1.25,2.5,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,21034,REX CASH+CARRY JUMBO SHOPPER,1,0.95,0.95,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,23320,GIANT 50'S CHRISTMAS CRACKER,2,2.89,5.78,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,20780,BLACK EAR MUFF HEADPHONES,1,5.49,5.49,17870.0,United Kingdom
578707,25-11-2011,11:20:00 AM,20781,GOLD EAR MUFF HEADPHONES,1,5.49,5.49,17870.0,United Kingdom
578708,25-11-2011,11:21:00 AM,23344,JUMBO BAG 50'S CHRISTMAS ,20,2.08,41.6,15737.0,United Kingdom
578708,25-11-2011,11:21:00 AM,23444,Next Day Carriage,1,15.0,15.0,15737.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23310,BUBBLEGUM RING ASSORTED,36,0.42,15.12,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22911,PAPER CHAIN KIT LONDON,1,2.95,2.95,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23207,LUNCH BAG ALPHABET DESIGN,1,1.65,1.65,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23355,HOT WATER BOTTLE KEEP CALM,1,4.95,4.95,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23356,LOVE HOT WATER BOTTLE,1,5.95,5.95,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,21619,4 VANILLA BOTANICAL CANDLES,1,1.25,1.25,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,21678,PAISLEY PATTERN  STICKERS,6,0.85,5.1,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,21576,LETS GO SHOPPING COTTON TOTE BAG,1,2.25,2.25,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22047,EMPIRE GIFT WRAP,25,0.42,10.5,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,4.15,4.15,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23489,VINTAGE BELLS GARLAND,2,2.89,5.78,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23349,ROLL WRAP VINTAGE CHRISTMAS,1,1.25,1.25,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,21136,PAINTED METAL PEARS ASSORTED,8,1.69,13.52,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22024,RAINY LADIES BIRTHDAY CARD,12,0.42,5.04,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,2.49,2.49,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,21693,SMALL HAMMERED SILVER CANDLEPOT ,6,2.95,17.7,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22955,36 FOIL STAR CAKE CASES ,1,2.1,2.1,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2.95,2.95,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22816,CARD MOTORBIKE SANTA,24,0.42,10.08,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23220,REINDEER HEART DECORATION GOLD,2,0.83,1.66,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23218,LAUREL STAR ANTIQUE GOLD,2,1.25,2.5,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,21821,GLITTER STAR GARLAND WITH BELLS ,1,3.75,3.75,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23214,JINGLE BELL HEART ANTIQUE GOLD,2,2.08,4.16,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22906,12 MESSAGE CARDS WITH ENVELOPES,1,1.65,1.65,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,0.85,0.85,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22908,PACK OF 20 NAPKINS RED APPLES,1,0.85,0.85,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22992,REVOLVER WOODEN RULER ,1,1.95,1.95,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23084,RABBIT NIGHT LIGHT,2,2.08,4.16,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,1.65,1.65,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,21990,MODERN FLORAL STATIONERY SET,1,1.25,1.25,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22082,RIBBON REEL STRIPES DESIGN ,5,1.65,8.25,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,21981,PACK OF 12 WOODLAND TISSUES ,12,0.39,4.68,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22811,SET OF 6 T-LIGHTS CACTI ,1,2.95,2.95,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,1.65,1.65,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,21731,RED TOADSTOOL LED NIGHT LIGHT,1,1.65,1.65,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,22659,LUNCH BOX I LOVE LONDON,1,1.95,1.95,17348.0,United Kingdom
578719,25-11-2011,11:25:00 AM,23520,EMBROIDERED RIBBON REEL RUBY ,1,3.75,3.75,17348.0,United Kingdom
578733,25-11-2011,11:32:00 AM,21643,damaged,-9,0.0,0.0,,United Kingdom
578736,25-11-2011,11:33:00 AM,23084,RABBIT NIGHT LIGHT,120,1.79,214.8,12681.0,France
578736,25-11-2011,11:33:00 AM,21137,BLACK RECORD COVER FRAME,24,3.39,81.36,12681.0,France
578736,25-11-2011,11:33:00 AM,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,1.95,19.5,12681.0,France
578736,25-11-2011,11:33:00 AM,23570,TRADITIONAL PICK UP STICKS GAME ,12,1.25,15.0,12681.0,France
578736,25-11-2011,11:33:00 AM,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,1.45,17.4,12681.0,France
578736,25-11-2011,11:33:00 AM,22467,GUMBALL COAT RACK,36,2.1,75.6,12681.0,France
578736,25-11-2011,11:33:00 AM,20724,RED RETROSPOT CHARLOTTE BAG,20,0.85,17.0,12681.0,France
578736,25-11-2011,11:33:00 AM,23445,ICE CREAM BUBBLES,20,0.83,16.6,12681.0,France
578736,25-11-2011,11:33:00 AM,22037,ROBOT BIRTHDAY CARD,12,0.42,5.04,12681.0,France
578736,25-11-2011,11:33:00 AM,21698,MOCK LOBSTER FRIDGE MAGNET,12,0.39,4.68,12681.0,France
578736,25-11-2011,11:33:00 AM,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2.08,24.96,12681.0,France
578736,25-11-2011,11:33:00 AM,23156,SET OF 5 MINI GROCERY MAGNETS,12,2.08,24.96,12681.0,France
578736,25-11-2011,11:33:00 AM,20750,RED RETROSPOT MINI CASES,2,7.95,15.9,12681.0,France
578736,25-11-2011,11:33:00 AM,21770,OPEN CLOSED METAL SIGN,6,4.95,29.7,12681.0,France
578736,25-11-2011,11:33:00 AM,POST,POSTAGE,8,18.0,144.0,12681.0,France
578738,25-11-2011,11:33:00 AM,21638,,-33,0.0,0.0,,United Kingdom
C578743,25-11-2011,11:35:00 AM,POST,POSTAGE,-3,18.0,-54.0,12681.0,France
578745,25-11-2011,11:36:00 AM,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,18,2.1,37.8,13978.0,United Kingdom
578746,25-11-2011,11:36:00 AM,20677,PINK POLKADOT BOWL,4,2.46,9.84,,United Kingdom
578746,25-11-2011,11:36:00 AM,20719,WOODLAND CHARLOTTE BAG,54,2.46,132.84,,United Kingdom
578746,25-11-2011,11:36:00 AM,20723,STRAWBERRY CHARLOTTE BAG,68,2.46,167.28,,United Kingdom
578746,25-11-2011,11:36:00 AM,20724,RED RETROSPOT CHARLOTTE BAG,117,2.46,287.82,,United Kingdom
578746,25-11-2011,11:36:00 AM,20725,LUNCH BAG RED RETROSPOT,36,4.96,178.56,,United Kingdom
578746,25-11-2011,11:36:00 AM,20726,LUNCH BAG WOODLAND,9,4.96,44.64,,United Kingdom
578746,25-11-2011,11:36:00 AM,20727,LUNCH BAG  BLACK SKULL.,11,4.96,54.56,,United Kingdom
578746,25-11-2011,11:36:00 AM,21154,RED RETROSPOT OVEN GLOVE ,24,3.29,78.96,,United Kingdom
578746,25-11-2011,11:36:00 AM,21155,RED RETROSPOT PEG BAG,3,4.96,14.88,,United Kingdom
578746,25-11-2011,11:36:00 AM,21212,PACK OF 72 RETROSPOT CAKE CASES,28,2.08,58.24,,United Kingdom
578746,25-11-2011,11:36:00 AM,21479,WHITE SKULL HOT WATER BOTTLE ,19,9.13,173.47,,United Kingdom
578746,25-11-2011,11:36:00 AM,21484,CHICK GREY HOT WATER BOTTLE,2,9.13,18.26,,United Kingdom
578746,25-11-2011,11:36:00 AM,21485,RETROSPOT HEART HOT WATER BOTTLE,6,7.46,44.76,,United Kingdom
578746,25-11-2011,11:36:00 AM,21485,RETROSPOT HEART HOT WATER BOTTLE,2,12.21,24.42,,United Kingdom
578746,25-11-2011,11:36:00 AM,21668,RED STRIPE CERAMIC DRAWER KNOB,4,3.29,13.16,,United Kingdom
578746,25-11-2011,11:36:00 AM,21670,BLUE SPOT CERAMIC DRAWER KNOB,2,3.29,6.58,,United Kingdom
578746,25-11-2011,11:36:00 AM,21671,RED SPOT CERAMIC DRAWER KNOB,5,3.29,16.45,,United Kingdom
578746,25-11-2011,11:36:00 AM,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,3.29,13.16,,United Kingdom
578746,25-11-2011,11:36:00 AM,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,3,3.29,9.87,,United Kingdom
578746,25-11-2011,11:36:00 AM,21714,CITRONELLA CANDLE GARDEN POT,1,3.29,3.29,,United Kingdom
578746,25-11-2011,11:36:00 AM,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,100,6.63,663.0,,United Kingdom
578746,25-11-2011,11:36:00 AM,22110,BIRD HOUSE HOT WATER BOTTLE,4,5.79,23.16,,United Kingdom
578746,25-11-2011,11:36:00 AM,22111,SCOTTIE DOG HOT WATER BOTTLE,5,12.46,62.3,,United Kingdom
578746,25-11-2011,11:36:00 AM,22112,CHOCOLATE HOT WATER BOTTLE,18,12.46,224.28,,United Kingdom
578746,25-11-2011,11:36:00 AM,22114,HOT WATER BOTTLE TEA AND SYMPATHY,57,9.13,520.41,,United Kingdom
578746,25-11-2011,11:36:00 AM,22197,POPCORN HOLDER,71,2.46,174.66,,United Kingdom
578746,25-11-2011,11:36:00 AM,22327,ROUND SNACK BOXES SET OF 4 SKULLS,4,6.63,26.52,,United Kingdom
578746,25-11-2011,11:36:00 AM,22355,CHARLOTTE BAG SUKI DESIGN,208,2.46,511.68,,United Kingdom
578746,25-11-2011,11:36:00 AM,22356,CHARLOTTE BAG PINK POLKADOT,37,2.46,91.02,,United Kingdom
578746,25-11-2011,11:36:00 AM,22383,LUNCH BAG SUKI DESIGN ,1,4.96,4.96,,United Kingdom
578746,25-11-2011,11:36:00 AM,22423,REGENCY CAKESTAND 3 TIER,6,24.96,149.76,,United Kingdom
578746,25-11-2011,11:36:00 AM,22426,ENAMEL WASH BOWL CREAM,2,8.29,16.58,,United Kingdom
578746,25-11-2011,11:36:00 AM,22631,CIRCUS PARADE LUNCH BOX ,2,4.96,9.92,,United Kingdom
578746,25-11-2011,11:36:00 AM,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,5,6.63,33.15,,United Kingdom
578746,25-11-2011,11:36:00 AM,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,8.29,33.16,,United Kingdom
578746,25-11-2011,11:36:00 AM,22726,ALARM CLOCK BAKELIKE GREEN,26,8.29,215.54,,United Kingdom
578746,25-11-2011,11:36:00 AM,22727,ALARM CLOCK BAKELIKE RED ,14,8.29,116.06,,United Kingdom
578746,25-11-2011,11:36:00 AM,22730,ALARM CLOCK BAKELIKE IVORY,3,8.29,24.87,,United Kingdom
578746,25-11-2011,11:36:00 AM,22735,RIBBON REEL SOCKS AND MITTENS,1,4.13,4.13,,United Kingdom
578746,25-11-2011,11:36:00 AM,22736,RIBBON REEL MAKING SNOWMEN ,5,4.13,20.65,,United Kingdom
578746,25-11-2011,11:36:00 AM,22737,RIBBON REEL CHRISTMAS PRESENT ,3,4.13,12.39,,United Kingdom
578746,25-11-2011,11:36:00 AM,22738,RIBBON REEL SNOWY VILLAGE,5,4.13,20.65,,United Kingdom
578746,25-11-2011,11:36:00 AM,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,3.29,3.29,,United Kingdom
578746,25-11-2011,11:36:00 AM,22747,POPPY'S PLAYHOUSE BATHROOM,1,3.29,3.29,,United Kingdom
578746,25-11-2011,11:36:00 AM,22748,POPPY'S PLAYHOUSE KITCHEN,1,3.29,3.29,,United Kingdom
578746,25-11-2011,11:36:00 AM,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,14,3.29,46.06,,United Kingdom
578746,25-11-2011,11:36:00 AM,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,4,3.29,13.16,,United Kingdom
578746,25-11-2011,11:36:00 AM,22834,HAND WARMER BABUSHKA DESIGN,5,4.96,24.8,,United Kingdom
578746,25-11-2011,11:36:00 AM,22835,HOT WATER BOTTLE I AM SO POORLY,3,12.46,37.38,,United Kingdom
578746,25-11-2011,11:36:00 AM,22898,CHILDRENS APRON APPLES DESIGN,4,4.96,19.84,,United Kingdom
578746,25-11-2011,11:36:00 AM,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,6.63,79.56,,United Kingdom
578746,25-11-2011,11:36:00 AM,22941,CHRISTMAS LIGHTS 10 REINDEER,3,16.63,49.89,,United Kingdom
578746,25-11-2011,11:36:00 AM,22952,60 CAKE CASES VINTAGE CHRISTMAS,50,2.08,104.0,,United Kingdom
578746,25-11-2011,11:36:00 AM,23084,RABBIT NIGHT LIGHT,5,4.96,24.8,,United Kingdom
578746,25-11-2011,11:36:00 AM,23168,CLASSIC CAFE SUGAR DISPENSER,10,3.29,32.9,,United Kingdom
578746,25-11-2011,11:36:00 AM,23204,CHARLOTTE BAG APPLES DESIGN,26,2.46,63.96,,United Kingdom
